Time,Eat-Count,Collision-Count
1000,0.0,0.284
2000,0.0,0.2735
3000,0.0,0.27466666666666667
4000,0.0,0.2825
5000,0.0,0.2864
6000,0.0,0.2845
7000,0.00014285714285714287,0.27185714285714285
8000,0.000125,0.269375
9000,0.00011111111111111112,0.268
10000,0.0001,0.2621
11000,0.00027272727272727274,0.2559090909090909
12000,0.0005,0.258
13000,0.00046153846153846153,0.2569230769230769
14000,0.00042857142857142855,0.26085714285714284
15000,0.0004,0.2608
16000,0.0004375,0.2566875
17000,0.00041176470588235296,0.25623529411764706
18000,0.00038888888888888887,0.25605555555555554
19000,0.00036842105263157896,0.2563157894736842
20000,0.00035,0.2582
21000,0.0003333333333333333,0.25757142857142856
22000,0.0003181818181818182,0.25781818181818184
23000,0.0003043478260869565,0.2658695652173913
24000,0.0002916666666666667,0.2665416666666667
25000,0.00028,0.27892
26000,0.0002692307692307692,0.27942307692307694
27000,0.00025925925925925926,0.27785185185185185
28000,0.00025,0.2780714285714286
29000,0.0002413793103448276,0.2770344827586207
30000,0.00023333333333333333,0.2758
31000,0.00022580645161290321,0.274
32000,0.00021875,0.277125
33000,0.00021212121212121213,0.2803333333333333
34000,0.00020588235294117648,0.2973235294117647
35000,0.0002,0.3156285714285714
36000,0.00019444444444444443,0.3327222222222222
37000,0.0001891891891891892,0.3487297297297297
38000,0.00018421052631578948,0.3641578947368421
39000,0.0001794871794871795,0.37853846153846155
40000,0.000175,0.391675
41000,0.00017073170731707316,0.40443902439024393
42000,0.00016666666666666666,0.4165952380952381
43000,0.0001627906976744186,0.42893023255813956
44000,0.0001590909090909091,0.4401136363636364
45000,0.00015555555555555556,0.4508888888888889
46000,0.00015217391304347825,0.4614782608695652
47000,0.00014893617021276596,0.47117021276595744
48000,0.00014583333333333335,0.4809583333333333
49000,0.00014285714285714287,0.4900204081632653
50000,0.00014,0.49878
51000,0.0001372549019607843,0.5074901960784314
52000,0.0001346153846153846,0.5156923076923077
53000,0.0001320754716981132,0.5235660377358491
54000,0.00012962962962962963,0.5312037037037037
55000,0.00012727272727272728,0.538290909090909
56000,0.000125,0.5453392857142857
57000,0.00012280701754385965,0.5518070175438596
58000,0.0001206896551724138,0.5584137931034483
59000,0.00011864406779661017,0.5648135593220339
60000,0.00011666666666666667,0.5706833333333333
61000,0.00011475409836065574,0.5763770491803278
62000,0.00011290322580645161,0.5820161290322581
63000,0.00011111111111111112,0.5875396825396826
64000,0.000109375,0.592859375
65000,0.0001076923076923077,0.5984
66000,0.00010606060606060606,0.6032424242424242
67000,0.0001044776119402985,0.6080597014925373
68000,0.00010294117647058824,0.6126764705882353
69000,0.00010144927536231884,0.617304347826087
70000,0.0001,0.6218285714285714
71000,9.859154929577464e-05,0.6262112676056338
72000,9.722222222222222e-05,0.6303472222222222
73000,9.58904109589041e-05,0.6341917808219178
74000,9.45945945945946e-05,0.6383378378378378
75000,9.333333333333333e-05,0.6422666666666667
76000,9.210526315789474e-05,0.6457236842105263
77000,9.09090909090909e-05,0.6494285714285715
78000,8.974358974358975e-05,0.6528205128205128
79000,8.860759493670887e-05,0.6563164556962026
80000,8.75e-05,0.6598375
81000,8.641975308641975e-05,0.6631358024691358
82000,8.536585365853658e-05,0.6663902439024391
83000,8.433734939759036e-05,0.6693493975903615
84000,8.333333333333333e-05,0.6724761904761904
85000,8.23529411764706e-05,0.6755764705882353
86000,8.13953488372093e-05,0.6783720930232559
87000,8.045977011494253e-05,0.6811609195402298
88000,7.954545454545455e-05,0.6839318181818181
89000,7.865168539325843e-05,0.6866516853932584
90000,7.777777777777778e-05,0.6892888888888888
91000,7.692307692307693e-05,0.692054945054945
92000,7.608695652173912e-05,0.6945108695652173
93000,7.526881720430108e-05,0.6969569892473119
94000,7.446808510638298e-05,0.6995
95000,7.368421052631579e-05,0.7018315789473685
96000,7.291666666666667e-05,0.7041145833333333
97000,7.216494845360825e-05,0.7063814432989691
98000,7.142857142857143e-05,0.7089081632653061
99000,7.07070707070707e-05,0.7112525252525252
100000,7e-05,0.71349
101000,6.93069306930693e-05,0.7156138613861386
102000,6.862745098039216e-05,0.717656862745098
103000,6.796116504854369e-05,0.7196796116504854
104000,6.73076923076923e-05,0.7219134615384616
105000,6.666666666666667e-05,0.7239714285714286
106000,6.60377358490566e-05,0.7258301886792453
107000,6.542056074766355e-05,0.7276915887850467
108000,6.481481481481482e-05,0.7293703703703703
109000,6.422018348623854e-05,0.7312752293577982
110000,6.363636363636364e-05,0.7330363636363636
111000,6.306306306306306e-05,0.7348288288288288
112000,6.25e-05,0.7365267857142858
113000,6.194690265486725e-05,0.7382212389380531
114000,6.140350877192983e-05,0.7398245614035087
115000,6.0869565217391306e-05,0.7412521739130434
116000,6.03448275862069e-05,0.7426810344827586
117000,5.982905982905983e-05,0.7443418803418803
118000,5.932203389830509e-05,0.745771186440678
119000,5.882352941176471e-05,0.7471932773109243
120000,5.833333333333333e-05,0.7485166666666667
121000,5.785123966942149e-05,0.7501074380165289
122000,5.737704918032787e-05,0.7514098360655738
123000,5.6910569105691056e-05,0.7527723577235772
124000,5.6451612903225804e-05,0.7541370967741935
125000,5.6e-05,0.755576
126000,5.555555555555556e-05,0.7570555555555556
127000,5.511811023622047e-05,0.7583779527559055
128000,5.46875e-05,0.759734375
129000,5.426356589147287e-05,0.761062015503876
130000,5.384615384615385e-05,0.7624538461538461
131000,5.3435114503816794e-05,0.7636641221374045
132000,5.303030303030303e-05,0.7648787878787878
133000,5.2631578947368424e-05,0.7661729323308271
134000,5.223880597014925e-05,0.7672910447761194
135000,5.185185185185185e-05,0.7683925925925926
136000,5.147058823529412e-05,0.7695073529411764
137000,5.1094890510948905e-05,0.7706642335766424
138000,5.072463768115942e-05,0.7718550724637682
139000,5.035971223021583e-05,0.7730935251798561
140000,5e-05,0.7742428571428571
141000,4.9645390070921984e-05,0.7753475177304965
142000,4.929577464788732e-05,0.7763591549295774
143000,4.895104895104895e-05,0.7773776223776224
144000,4.861111111111111e-05,0.7784930555555556
145000,4.8275862068965517e-05,0.7793655172413793
146000,4.794520547945205e-05,0.7804452054794521
147000,4.761904761904762e-05,0.7814081632653062
148000,4.72972972972973e-05,0.7823243243243243
149000,4.697986577181208e-05,0.7832751677852349
150000,4.6666666666666665e-05,0.7843266666666666
151000,4.635761589403974e-05,0.7853245033112582
152000,4.605263157894737e-05,0.786296052631579
153000,4.5751633986928104e-05,0.7871699346405229
154000,4.545454545454545e-05,0.7880454545454545
155000,4.516129032258064e-05,0.7888709677419354
156000,4.4871794871794874e-05,0.7898397435897436
157000,4.45859872611465e-05,0.79071974522293
158000,4.430379746835443e-05,0.791620253164557
159000,4.40251572327044e-05,0.792496855345912
160000,4.375e-05,0.79329375
161000,4.347826086956522e-05,0.7941677018633541
162000,4.3209876543209875e-05,0.7949691358024691
163000,4.294478527607362e-05,0.7957239263803682
164000,4.268292682926829e-05,0.7964207317073171
165000,4.242424242424242e-05,0.7972969696969697
166000,4.216867469879518e-05,0.7980301204819277
167000,4.191616766467066e-05,0.7988443113772455
168000,4.1666666666666665e-05,0.7995892857142857
169000,4.142011834319527e-05,0.8003313609467455
170000,4.11764705882353e-05,0.8010941176470588
171000,4.093567251461988e-05,0.8017426900584795
172000,4.069767441860465e-05,0.8025348837209302
173000,4.046242774566474e-05,0.803242774566474
174000,4.0229885057471265e-05,0.8039885057471264
175000,4e-05,0.8047657142857143
176000,3.9772727272727275e-05,0.8054715909090909
177000,3.9548022598870056e-05,0.8061864406779661
178000,3.9325842696629214e-05,0.8068370786516854
179000,3.9106145251396646e-05,0.8075530726256983
180000,3.888888888888889e-05,0.8081888888888888
181000,3.867403314917127e-05,0.8089060773480663
182000,3.846153846153846e-05,0.8095274725274725
183000,3.825136612021858e-05,0.8102459016393443
184000,3.804347826086956e-05,0.8109673913043478
185000,3.7837837837837835e-05,0.811545945945946
186000,3.763440860215054e-05,0.812247311827957
187000,3.74331550802139e-05,0.8128128342245989
188000,3.723404255319149e-05,0.8134574468085106
189000,3.7037037037037037e-05,0.81405291005291
190000,3.6842105263157895e-05,0.8147105263157894
191000,3.664921465968586e-05,0.8154031413612566
192000,3.6458333333333336e-05,0.8159791666666667
193000,3.626943005181347e-05,0.816538860103627
194000,3.6082474226804125e-05,0.8170721649484536
195000,3.5897435897435896e-05,0.8176615384615384
196000,3.571428571428572e-05,0.8182448979591836
197000,3.553299492385787e-05,0.8188680203045685
198000,3.535353535353535e-05,0.8194343434343434
199000,3.517587939698493e-05,0.8200251256281407
200000,3.5e-05,0.82056
201000,3.482587064676617e-05,0.8210646766169154
202000,3.465346534653465e-05,0.8215990099009901
203000,3.4482758620689657e-05,0.822128078817734
204000,3.431372549019608e-05,0.8226911764705882
205000,3.414634146341463e-05,0.823170731707317
